BTNum	Lemma	POS	Forms
35095	wen+t	Noun	wen+t
35096	Went-s+ate	Noun	Went-s+ate
35097	wenunga	Adverb	weninga;wenunga;weninga
35098	wen-wyrt	Noun	wen-wyrt
35099	weo	Noun	weo
351	+acer-spranca	Noun	+acer-spranca
3510	be-hl+aman	Verb	be-hl+aman
35100	weo	Noun	weo
35102	weoce	Noun	weoce
35104	weoc-steall	Noun	weoc-steall
35105	weod	Noun	weod
35106	weod	Noun	weod
35108	weod-hoc	Noun	weod-hoc
35109	weodian	Verb	weodian
3511	be-hl+anan	Verb	be-hl+anan;bi-hl+aman
35110	Weod-mona+t	Noun	Weod-mona+t
35112	weodung	Noun	weodung
35117	Weogornaceastre-scir	Noun	Weogornaceastre-scir
35118	weohlan	Noun	weohlan
3512	be-hl+astan	Verb	be-hl+astan
35123	weolc	Adjective	weolc
35124	weolcen-read	Adjective	weolcen-read;wolcen-read
35126	weolma	Noun	weolma
35127	weoloc	Noun	weluc;weolc;weoloc;wulluc
35128	weoloc-basu	Adjective	weoloc-basu
35129	weoloc-read	Adjective	weoloc-read;wolc-read
3513	be-hleapan	Verb	be-hleapan
35130	weoloc-scill	Noun	weoloc-scill
35131	weoloc-telg	Noun	weoloc-telg
35132	Weolud	Noun	Weolud
35133	weoningas	Noun	weoningas
35134	Weonod-land	Noun	Weonod-land
35136	weorc	Noun, Adverb	weorc;weorce;werc
35137	-weorc	Adjective, Suffix	-weorc
35138	weorc-d+ad	Noun	weorc-d+ad
35139	weorc-d+ag	Noun	weorc-d+ag
3514	be-hlehhan	Verb	be-hlehhan
35142	weorc-full	Adjective	weorc-full
35143	weorc-gerefa	Noun	weorc-gerefa
35144	weorc-hus	Noun	weorc-hus
35145	weorc-lic	Adjective	weorc-lic
35146	weorc-mann	Noun	weorc-mann
35147	weorc-r+aden	Noun	weorc-r+aden
35148	weorc-sige	Noun	weorc-sige
35149	weorc-stan	Noun	weorc-stan
3515	be-hlemman	Verb	be-hlemman
35150	weorc-sum	Adjective	weorc-sum
35151	weorc-+teow	Noun	weorc-+teow
35152	weorc-wisung	Noun	weorc-wisung
35155	weorf	Noun	weorf
35156	weorf-tord	Noun	weorf-tord
35157	weorh	Noun	weorh
3516	be-hlidan	Verb	be-hlidan
35161	weorn	Noun	weorn
35162	weornian	Verb	weornian
35163	weorod	Noun	weored;weorod;weorud;werud
35164	weorod	Adjective	weorod
35165	weorod	Noun	weorod
35166	weorodian	Verb	weorodian
35168	weorodlice	Adverb	weorodlice
35169	weorod-list	Noun	weorod-list
3517	be-hlidenan	Noun	be-hlidenan
35170	weorod-ness	Noun	weorod-ness
35171	weorold	Noun	weorld;weorold;weoruld;werold;weruld;world;woruld
35172	weorold-+aht	Noun	weorold-+aht
35173	weorold-afol	Noun	weorold-afol
35174	weorold-ar	Noun	weorold-ar
35175	weorold-bearn	Noun	weorold-bearn
35176	weorold-bisegu	Noun	weorold-bisegu
35177	weorold-bisegung	Noun	weorold-bisegung
35178	weorold-bismer	Noun	weorold-bismer
35179	weorold-bliss	Noun	weorold-bliss
3518	be-hligan	Verb	be-hligan
35180	weorold-bot	Noun	weorold-bot
35181	weorold-broc	Noun	weorold-broc
35182	weorold-broc	Noun	weorold-broc
35183	weorold-buende	Adjective	weorold-buende
35184	weorold-camp	Noun	weorold-camp
35185	weorold-oandel	Noun	weorold-oandel
35186	weorold-cearu	Noun	weorold-cearu
35187	weorold-cempa	Noun	weorold-cempa
35188	weorold-cr+aft	Noun	weorold-cr+aft
35189	weorold-cund	Adjective	weorold-cund
3519	be-hly+dan	Verb	be-hly+dan
35190	weoroldcundlice	Adverb	weoroldcundlice
35191	weorold-cyning	Noun	weorold-cyning
35192	weorold-d+ad	Noun	weorold-d+ad
35193	weorold-dead	Adjective	weorold-dead
35194	weorold-dema	Noun	weorold-dema
35195	weorold-dom	Noun	weorold-dom
35196	weorold-dream	Noun	weorold-dream
35197	weorold-dryhten	Noun	weorold-dryhten
35198	weorold-dugu+t	Noun	weorold-dugu+t
35199	weorold-earfe+te	Noun	weorold-earfe+te
352	+acest	Verb	+acest
3520	be-hofen	Verb	be-hofen
35200	weorold-ege	Noun	weorold-ege
35201	weorold-ende	Noun, Adjective	weorold-ende
35202	weorold-f+agerness	Noun	weorold-f+agerness
35203	weorold-feoh	Noun	weorold-feoh
35204	weorold-folgo+t	Noun	weorold-folgo+t
35205	weorold-fr+atwung	Noun	weorold-fr+atwung
35206	weorold-freond	Noun	weorold-freond
35207	weorold-fri+t	Noun	weorold-fri+t
35208	weorold-fruma	Noun	weorold-fruma
35209	weorold-galness	Noun	weorold-galness
3521	be-hofian	Verb	be-hofian
35210	weorold-gebyrd	Noun	weorold-gebyrd
35211	weorold-gedal	Noun	weorold-gedal
35212	weorold-gefeoht	Noun	weorold-gefeoht
35213	weorold-geflit	Noun	weorold-geflit
35214	weorold-ger+adness	Noun	weorold-ger+adness
35215	weorold-geriht	Noun	weorold-geriht
35216	weorold-gerisene	Noun	weorold-gerisene
35217	weorold-ges+alig	Adjective	weorold-ges+alig
35218	weorold-ges+al+ta	Noun	weorold-ges+al+ta
35219	weorold-gesceaft	Noun	weorold-gesceaft
3522	be-hof-lic	Adjective	be-hof-lic
35220	weorold-gestreon	Noun	weorold-gestreon
35221	weorold-geswinc	Noun	weorold-geswinc
35222	weorold-ge+toht	Noun	weorold-ge+toht
35223	weorold-ge+tyng+t	Noun	weorold-ge+tyng+t
35224	weorold-gewinn	Noun	weorold-gewinn
35225	weorold-gewritu	Noun	weorold-gewritu;ge-writ
35226	weorold-gewuna	Noun	weorold-gewuna
35227	weorold-gifu	Noun	weorold-gifu
35228	weorold-gilp	Noun	weorold-gilp
3523	be-hogadnes	Noun	be-hogadnes
35230	weorold-gitsere	Noun	weorold-gitsere
35231	weorold-gitsung	Noun	weorold-gitsung
35232	weorold-gleng	Noun	weorold-gleng
35233	weorold-god	Noun	weorold-god
35234	weorold-had	Noun	weorold-had
35235	weorold-hlaford	Noun	weorold-hlaford
35236	weorold-hlisa	Noun	weorold-hlisa
35237	weorold-hyht	Noun	weorold-hyht
35238	weorold-irm+t	Noun	weorold-irm+t
35239	weorold-l+ace	Noun	weorold-l+ace
3524	be-hogian	Verb	be-hogian
35240	weorold-lagu	Noun	weorold-lagu
35241	weorold-lean	Noun	weorold-lean
35242	weorold-lic	Adjective	weorold-lic
35243	weoroldlice	Adverb	weoroldlice
35244	weorold-lif	Noun	weorold-lif
35245	weoruld-lufu	Noun	weoruld-lufu
35246	weorold-lust	Noun	weorold-lust
35247	weorold-m+ag	Noun	weorold-m+ag
35248	weorold-mann	Noun	weorold-mann
35249	weorold-med	Noun	weorold-med
3525	be-hon	Verb	be-hon
35250	weorold-nid	Noun	weorold-nid
35251	weorold-nytt	Noun	weorold-nytt
35252	weorold-pryt	Noun	weorold-pryt
35253	weorold-r+adenn	Noun	weorold-r+adenn
35254	weorold-rica	Noun	weorold-rica
35255	weorold-rice	Adjective	weorold-rice
35256	weorold-rice	Noun	weorold-rice
35257	weorold-riht	Noun	weorold-riht
35258	weorold-sacu	Noun	weorold-sacu
35259	weorold-s+al+ta	Noun	weorold-s+al+ta
3526	be-hongen	Verb	be-hongen
35260	weorold-sceaft	Noun	weorold-sceaft
35261	weorold-sceamu	Noun	weorold-sceamu
35262	weorold-scipe	Noun	weorold-scipe
35263	weorold-snotor	Adjective	weorold-snotor
35264	weorold-sorh	Noun	weorold-sorh
35265	weorold-sped	Noun	weorold-sped
35266	weorold-spedig	Adjective	weorold-spedig
35267	weorold-spr+ac	Noun	weorold-spr+ac
35268	weorold-steor	Noun	weorold-steor
35269	weorold-strengu	Noun	weorold-strengu
3527	be-horsian	Verb	be-horsian
35270	weorold-strudere	Noun	weorold-strudere
35271	weorold-stund	Noun	weorold-stund
35272	weorold-+tearf	Noun	weorold-+tearf
35273	weorold-+tearfa	Noun	weorold-+tearfa
35274	weorold-+tearfende	Adjective	weorold-+tearfende
35275	weorold-+teawas	Noun	weorold-+teawas
35276	weorold-+tegen	Noun	weorold-+tegen
35277	weorold-+teowdom	Noun	weorold-+teowdom
35278	weorold-+ting	Noun	weorold-+ting
35279	weorold-w+apen	Noun	weorold-w+apen
3528	be-hreosan	Verb	be-hreosan
35280	weorold-w+ater	Noun	weorold-w+ater
35281	weorold-wela	Noun	weorold-wela
35282	weorold-weorc	Noun	weorold-weorc
35283	weorold-weor+tscipe	Noun	weorold-weor+tscipe
35284	weorold-widl	Noun	weorold-widl
35285	weorold-wig	Noun	weorold-wig
35286	weorold-willa	Noun	weorold-willa
35287	weorold-wilnung	Noun	weorold-wilnung
35288	weorold-wis	Adjective	weorold-wis
35289	weorold-wisdom	Noun	weorold-wisdom
3529	be-hreowsian	Verb	be-hreowsian
35290	weorold-wise	Noun	weorold-wise
35291	weorold-wita	Noun	weorold-wita
35292	weorold-wite	Noun	weorold-wite
35293	weorold-wlencu	Noun	weorold-wlencu
35294	weorold-wrenc	Noun	weorold-wrenc
35295	weorold-wuniend	Noun, Adjective	weorold-wuniend
35296	weorpan	Verb	weorpan;wurpan
35298	weorpere	Noun	weorpere
353	+ace+t	Verb	+ace+t
3530	be-hreowsung	Noun	be-hreowsung
35300	weorr	Adjective	weor;weorr
35303	weor+t	Noun	weor+t
35304	weor+t	Adjective	weor+t
35305	weor+tan	Verb	weor+tan
35307	weor+te	Adjective, Adverb	weor+te
35308	weor+tere	Noun	weor+tere
35309	weor+t-full	Adjective	weor+t-full
3531	be-hriman	Verb	be-hriman
35310	weor+tful-lic	Adjective	weor+tful-lic
35311	weor+tfullice	Adverb	weor+tfullice
35312	weor+tfulness	Noun	weor+tfulness
35313	weor+t-georn	Adjective	weor+t-georn
35314	weor+tian	Verb	weor+tian
35317	weor+t-leas	Adjective	weor+t-leas
35318	weor+t-lic	Adjective	weor+t-lic
35319	weor+t-lice	Adverb	weor+t-lice
3532	be-hringed	Verb	be-hringed
35320	weor+t-mynd	Noun	weor+t-mynd
35321	weor+tness	Noun	weor+tness
35322	weor+tscipe	Noun	weor+tscipe
35323	weor+tung	Noun	weor+tung
35324	weor+tung-d+ag	Noun	weor+tung-d+ag
35325	weor+tung-stow	Noun	weor+tung-stow
3533	be-hropan	Verb	be-hropan
35330	weosnian	Verb	weosnian
35336	weotian	Verb	weotian
35338	weoxian	Verb	weoxian
35339	wepan	Verb	w+apan;wepan;wopen
3534	be-hroren	Verb	be-hroren
35340	wepend-lic	Adjective	wepend-lic
35341	wependlice	Adverb	wependlice
35342	wer	Noun	wer
35343	wer	Noun	wer
35344	wer	Noun	wer
35345	wer	Noun	wer
35346	wer-b+are	Noun	wer-b+are
35347	wer-beam	Noun	wer-beam
35348	wer-bold	Noun	wer-bold
35349	wer-borh	Noun	wer-borh
3535	be-hrumig	Adjective	be-hrumig
35350	werc	Noun	werc
35354	wer-cyn	Noun	wer-cyn
35356	werde	Noun	werde
35357	were	Noun	were
35358	were-wulf	Noun	were-wulf
35359	wer-f+ah+t	Noun	wer-f+ah+t
3536	be-hrumod	Verb	be-hrumod
35365	wer-genga	Noun	w+ar-genga;wer-genga
35366	wergian	Verb	wergian
35367	wergian	Verb	wergian
35368	wer-gild	Noun	wer-gild
35369	wergild-+teof	Noun	wergild-+teof
3537	beh+t	Noun	beh+t
35372	wergum	Noun	wergum
35375	wer-had	Noun	wer-had
35379	werian	Verb	wergan;werian
3538	be-hwearf	Noun	be-hwearf
35380	werian	Verb	werian
35381	werian	Verb	werian
35382	weriend	Noun	wergend;weriend;werigend
35384	werig	Adjective	werig
35385	werigan	Verb	werigan
35387	werig-ferh+t	Adjective	werig-ferh+t
35388	werigian	Verb	werigian
35389	werig-lic	Adjective	werig-lic
3539	be-hweorfan	Verb	be-hweorfan;be-hwyrfan
35390	werig-mod	Adjective	werig-mod
35391	werigness	Noun	werigness
35392	wering	Noun	wering;werung
35393	wer-lad	Noun	wer-lad
35394	wer-leas	Adjective	wer-leas
35395	wer-lic	Adjective	wer-lic
35396	werlice	Adverb	werlice
35398	wer-m+ag+t	Noun	wer-m+ag+t
35399	wer-met	Noun	wer-met
354	+achir	Noun	+achir
3540	be-hwerfan	Verb	be-hwerfan
35400	wermod	Noun	wermod
35402	wer-n+agel	Noun	wer-n+agel
35404	werod	Noun	werod;ge-weredl+aht
3541	be-hwon	Adverb, Conjunction	be-hwon
35413	wer-scipe	Noun	wer-scipe
35414	wer-stede	Noun	wer-stede
35416	wer-+teod	Noun	wer-+teod
35417	wer-tihtle	Noun	wer-tihtle;tihtle
3542	be-hwurfon	Verb	be-hwurfon
35421	wesa	Noun	wesa
35422	wesan	Verb	weosan;wesan;+at-eom
35423	wesan	Verb	wesan
35424	wese	Adjective	wese
35425	wesend	Noun	weosend;wesend
35426	wesend-horn	Noun	wesend-horn
35427	-wesenness	Suffix	-wesenness
35428	wesing	Noun	wesing
35429	wesle	Noun	weosule;wesle
3543	be-hwylfan	Verb	be-hwylfan
35431	-wesness	Suffix	-wesness
35432	west	Adjective	west
35433	west	Adverb	west
35434	westan	Adverb	westan
35435	westan	Verb	westan
35436	westane	Adverb	westane
35437	westan-nor+tan	Adverb	westan-nor+tan
35438	westan-su+tan	Noun, Adjective, Adverb	westan-su+tan
35439	westansu+tan-wind	Noun	westansu+tan-wind
3544	be-hwyrfan	Verb	be-hwyrfan
35440	westan-weard	Adjective	westan-weard
35441	westan-wind	Noun	westan-wind
35442	West-Centingas	Noun	West-Centingas
35443	west-d+al	Noun	west-d+al
35444	West-Dene	Noun	West-Dene
35445	weste	Adjective	weste
35446	westemest	Adjective	westemest
35447	westen	Noun	westen
35448	westen	Adjective	westen
35449	westend	Noun	westend
3545	be-hycgan	Verb	be-hycgan;be-hicgan
35450	west-ende	Noun, Adjective	west-ende
35451	westen-gryre	Noun	westen-gryre
35452	westen-setla	Noun	westen-setla
35453	westen-sta+tol	Noun	westen-sta+tol
35454	westerne	Adjective	westerne
35455	weste-weard	Adjective	weste-weard
35456	west-healf	Noun	west-healf
35457	westig	Adjective	westig;woestig
35458	west-lang	Adjective	west-lang
35459	west-lang	Adverb	west-lang
3546	be-hydan	Verb	be-hydan
35460	westmest	Adjective	westmest
35461	West-moringas	Noun	West-moringas
35462	West-mynster	Noun	West-mynster
35463	westness	Noun	westness
35464	west-nor+t	Adverb	west-nor+t
35465	westnor+t-lang	Adjective, Adverb	westnor+t-lang
35466	westnor+t-wind	Noun	westnor+t-wind
35467	west-rice	Noun	west-rice
35468	west-rihte	Adverb	west-rihte
35469	west-rodor	Noun	west-rodor
3547	be-hydelice	Adverb	be-hydelice
35470	west-s+a	Noun	west-s+a
35471	west-sceata	Noun	west-sceata
35472	West-Seaxe	Noun	West-Seaxe
35473	westsu+t-ende	Noun, Adjective	westsu+t-ende
35474	westsu+t-wind	Noun	westsu+t-wind
35475	West-Wealas	Noun	West-Wealas
35476	west-weard	Adverb	west-weard
35477	west-weardes	Adverb	west-weardes
35478	west-wegas	Noun	west-wegas
35479	West-Wille	Noun	West-Wille
3548	be-hydig	Adjective	be-hydig
35480	west-wind	Noun	west-wind
35481	West-Wixan	Noun	West-Wixan
35482	we+tan	Verb	we+tan
35483	we+te	Adjective	we+te
35485	we+ter	Noun	we+ter
35486	we+tness	Noun	we+tness
3549	be-hydignys	Noun	be-hydignys
35490	wibba	Noun	wibba
35494	wic	Noun	wic
35495	wican	Verb	wican
35497	wicca	Noun	wicca
35498	wicce	Noun	wicce
35499	wicce-cr+aeft	Noun	wicce-cr+aeft
355	+a-ciorfan	Verb	+a-ciorfan
3550	be-hyldan	Verb	be-hyldan
35500	wicce-dom	Noun	wicce-dom
35501	wiccian	Verb	wiccian
35503	wiccung	Noun	wiccung
35504	wiccung-dom	Noun	wiccung-dom
35505	wic-d+ag	Noun	wic-d+ag
35506	wice	Noun	wic;wice
35507	wice	Noun	wice
35508	wic-eard	Noun	wic-eard
3551	be-hypan	Verb	be-hypan
35511	wic-freo+tu	Noun	wic-freo+tu
35512	wicg	Noun	wicg
35513	wicga	Noun	wicga
35514	wicg-cr+aft	Noun	wic-cr+aft;wicg-cr+aft
35515	wic-gerefa	Noun	wic-gerefa
35516	wic-herpa+t	Noun	wic-herpa+t
35517	wician	Verb	wician
35518	wicing	Noun	wicing
35519	wicing-scea+ta	Noun	wicing-scea+ta
3552	be-hyring	Noun	be-hyring;hyring
35520	wicing-scea+te	Noun	wicing-scea+te
35521	wicnere	Noun	wicnere
35522	wicnian	Verb	wicnian
35523	wicnung	Noun	wicnung
35524	wic-sceawere	Noun	wic-sceawere
35525	wic-steall	Noun	wic-steall
35526	wic-stede	Noun	wic-stede
35527	wic-stow	Noun	wic-stow
35528	wic-+tegen	Noun	wic-+tegen
35529	wic-+tegnung	Noun	wic-+tegnung
3553	be-hy+delice	Adverb	be-hy+delice
35530	wic-tun	Noun	wic-tun
35531	wicu	Noun	wicu
35532	wicu-bot	Noun	wicu-bot
35533	wic-weg	Noun	wic-weg
35534	wic-weorc	Noun	wice-weorc;wic-weorc
35535	wid	Adjective	wid
35536	widan	Adverb	widan
35537	wid-brad	Adjective	wid-brad
35538	wid-cu+t	Adjective	wid-cu+t
35539	wide	Noun	wide
3554	be-hy+dlic	Adjective	be-hy+dlic
35540	wide	Adverb	wide
35541	wide-feorh	Noun	wide-feorh
35542	widefeorh-lic	Adjective	widefeorh-lic
35543	wide-ferh+t	Noun	wide-ferh+t
35545	widerian	Verb	widerian
35546	Wideriggas	Noun	Wideriggas
35547	wid-f+a+dme	Adjective	wid-f+a+dme
35548	wid-farende	Adjective	wid-farende
35549	wid-ferende	Adjective	wid-ferende
3555	beig-beam	Noun	beig-beam
35550	wid-floga	Noun	wid-floga
35551	wid-folc	Noun	wid-folc
35552	wid-gal	Adjective	wid-gal
35553	widgalness	Noun	widgalness
35554	wid-gangol	Adjective	wid-gangol
35555	wid-gil	Adjective	wid-gil
35556	widgilness	Noun	widgilness
35557	wid-herian	Verb	wid-herian
35558	widl	Noun	widl
35559	wid-land	Noun	wid-land
3556	be-innan	Preposition	be-innan
35560	wid-last	Noun	wid-last
35561	wid-last	Adjective	wid-last
35562	widlian	Verb	widlian
35564	wid-m+are	Adjective	wid-m+are
35565	wid-m+arsian	Verb	wid-m+arsian
35566	wid-m+arsung	Noun	wid-m+arsung
35567	widness	Noun	widness
35568	wid-nett	Noun	wid-nett
3557	be-irnan	Verb	be-irnan;be-yrnan
35570	widrian	Verb	widrian
35571	wid-rynig	Adjective	wid-rynig
35572	wid-s+a	Noun	wid-s+a
35573	wid-scofen	Adjective	wid-scofen
35574	wid-scop	Adjective	wid-scop
35575	wid-scri+tol	Adjective	scri+dol;wid-scri+tol
35576	wid-si+t	Noun	wid-si+t
35578	widuwa	Noun	widuwa
35579	widuwe	Noun	weodewe;weoduwe;widuwe
3558	be-iundan	Preposition	be-iundan
35580	wid-wegas	Noun	wid-wegas
35587	wif	Noun	wif
35588	wifa	Noun	wifa
35589	wif-cild	Noun	wif-cild
3559	be-lacan	Verb	be-lacan
35590	wif-cyn	Noun	wif-cyn
35591	wif-cy+t	Noun	wif-cy+t
35592	wifel	Noun	wibil;wifel
35593	wifel	Noun	wifel
35595	-wifestre	Suffix	-wifestre
35596	wif-f+ast	Adjective	wif-f+ast
35597	wif-feax	Noun	wif-feax
35598	wif-gal	Adjective	wif-gal
35599	wif-gehrine	Noun	wif-gehrine
3560	be-ladian	Verb	be-ladian
35600	wif-gem+adla	Noun	wif-gem+adla
35601	wif-gemana	Noun	wif-gemana
35602	wif-geornness	Noun	wif-geornness
35603	wif-gifta	Noun	wif-gifta
35604	wif-had	Noun	wif-had
35605	wif-hand	Noun	wif-hand
35606	wif-healf	Noun	wif-healf
35607	wif-hearpe	Noun	wif-hearpe
35608	wifian	Verb	wifian
35609	wif-lac	Noun	wif-lac
3561	be-ladigend	Noun	be-ladigend
35610	wif-leas	Adjective	wif-leas
35611	wif-least	Noun	wif-least
35612	wif-lic	Adjective	wif-lic
35613	wiflice	Adverb	wiflice
35614	wif-lufu	Noun	wif-lufu
35615	wif-mann	Noun	wif-mann
35616	wif-myne	Noun	wif-myne
35617	-wifre	Suffix	-wifre
35618	wif-scrud	Noun	wif-scrud
35619	wift	Noun	wift
3562	be-ladung	Noun	be-ladung
35620	wif-+tegen	Noun	wif-+tegen
35621	wif-+ting	Noun	wif-+ting
35622	wifung	Noun	wifung
35623	wig	Noun	wig
35624	wig	Noun	wig
35625	wig	Noun	wig
35626	wig	Adjective	wig
35627	wiga	Noun	wiga;wihgena
35628	wigan	Verb	wigan
3563	be-l+adan	Verb	be-l+adan
35630	wig-b+are	Adjective	wig-b+are
35631	wig-bealu	Noun	wig-bealu
35632	wig-bed	Noun	weo-bed;wi-bed;wig-bed
35633	wigbed-bot	Noun	wigbed-bot
35634	wigbed-heor+t	Noun	wigbed-heor+t
35635	wigbed-hr+agel	Noun	wigbed-hr+agel
35636	wigbed-sceat	Noun	wigbed-sceat
35637	wigbed-sceata	Noun	wigbed-sceata;sceata
35638	wigbed-steall	Noun	wigbed-steall
35639	wigbed-+tegen	Noun	wigbed-+tegen
3564	be-l+afan	Verb	be-l+afan
35640	wigbed-+tegnung	Noun	wigbed-+tegnung
35641	wigbed-wiglere	Noun	wigbed-wiglere
35642	wig-bil	Noun	wig-bil
35643	wig-blac	Adjective	wig-blac
35644	wig-bora	Noun	wic-bora;wig-bora;wio-bora
35645	wig-bora	Noun	wig-bora
35646	wig-bord	Noun	wig-bord
35647	wig-cirm	Noun	wig-cirm
35648	wig-cr+aft	Noun	wig-cr+aft
35649	wig-cr+aftig	Adjective	wig-cr+aftig
3565	be-l+ag	Verb	be-l+ag
35650	wigend	Noun	wigend
35651	wigende	Adjective, Verb	wigende
35653	Wigestas	Noun	Wigestas
35654	wig-freca	Noun	wig-freca
35655	wig-fruma	Noun	wig-fruma
35656	wig-gar	Noun	wegures;wi-gar;wig-gar
35657	wig-gebed	Noun	wig-gebed
35658	wig-getawa	Noun	wig-getawa
35659	wig-gild	Noun	wig-gild;wih-gyld
3566	be-l+andan	Verb	be-l+andan
35660	wig-gryre	Noun	wig-gryre
35661	wig-haga	Noun	wig-haga
35663	wig-hep	Noun	wig-hep
35664	wig-heard	Adjective	wig-heard
35665	wig-hete	Noun	wig-hete
35666	wig-hryre	Noun	wig-hryre
35667	wig-hus	Noun	wig-hus
35668	wig-hyrst	Noun	wig-hyrst
35669	wigian	Verb	wigian
3567	be-l+a+ded	Verb	be-l+a+ded
35670	wigle	Noun	wigle
35671	wig-leo+t	Noun	wig-leo+t
35672	wiglere	Noun	weohlere;wiglere
35673	wiglian	Verb	wiglian
35674	wig-lic	Adjective	wig-lic
35675	wiglice	Adverb	wiglice
35676	wiglung	Noun	wiglung;wilung
35677	wig-mann	Noun	wig-mann
35678	wigno+t	Noun	wigno+t
35679	wigol	Adjective	wigol
3568	be-l+awa	Noun	be-l+awa
35680	wig-plega	Noun	wig-plega
35681	wig-rad	Noun	wig-rad
35682	wig-r+aden	Noun	wig-r+aden
35683	wig-sigor	Noun	wig-sigor
35684	wig-si+t	Noun	wig-si+t
35685	wig-smi+t	Noun	wig-smi+t
35686	wig-smi+t	Noun	wig-smi+t
35687	wig-sped	Noun	wig-sped
35688	wig-spere	Noun	wig-spere
35689	wig-steall	Noun	weoh-steall;wig-steall
3569	be-l+awan	Verb	be-l+awan
35690	wig-steall	Noun	wig-steall
35691	wig-str+at	Noun	wig-str+at
35692	wig-strang	Adjective	wig-strang
35693	wig-telgode	Adjective	wig-telgode
35694	wig-+tracu	Noun	wig-+tracu
35695	wig-+treat	Noun	wig-+treat;+treat
35696	wig-prist	Adjective	wig-prist
35697	wig-trod	Noun	wig-trod;wi-trod
35698	wig-w+agn	Noun	wig-w+agn
35699	wig-w+apen	Noun	wig-w+apen
357	+ac-l+aca	Noun	+ac-l+aca
3570	be-l+awing	Noun	be-l+awing;l+awing
35700	wig-weor+tung	Noun	wig-weor+tung
35701	wih	Noun	wih
35705	wiht	Noun	uht;wiht;Wiht-land;wuht
35706	wiht	Noun	wiht
35707	Wiht	Noun	Wiht
35708	Wiht-	Prefix	Wiht-
35709	Wihtgaras	Noun	Wihtgaras
3571	be-laf	Verb	be-laf
35710	Wihtgares	Noun	Wihtgares
35712	Wihtm+ares wyrt	Noun	Wihtm+ares wyrt
35713	wiht-mearc	Noun	wiht-mearc
35714	Wiht-s+atan	Noun	Wiht-s+atan
35715	Wiht-ware	Noun	Wiht-ware
35718	wil	Noun	wil
35719	wil-bec	Noun	wil-bec
3572	be-lagen beon	Verb	be-lagen beon
35720	wil-boda	Noun	wil-boda
35721	wil-cuma	Noun	wil-cuma
35722	wil-cume	Interjection	wil-cume
35723	wilcumian	Verb	wilcumian
35724	-wild	Suffix	-wild
35725	wil-d+ad	Noun	wil-d+ad
35726	wil-d+ag	Noun	wil-d+ag
35727	wildan	Verb	wildan
35728	wild-cyrfet	Noun	wild-cyrfet
35729	wild-deor	Noun	wild-deor
3573	be-lamp	Verb	be-lamp
35730	wild-deoren	Adjective	wild-deoren
35731	wilddeor-lic	Adjective	wilddeor-lic
35732	wilddeorlice	Adverb	wilddeorlice
35733	wilde	Adjective	wilde
35734	wilde	Adjective	wilde
35735	-wilde	Suffix	-wilde
35736	wilde-cyn	Noun	wilde-cyn
35737	wilde-deor	Noun	wilde-deor
35738	wilder	Noun	wilder;wildor
35739	wilder-lic	Adjective	wilder-lic
3574	be-landian	Verb	be-landian
35740	wild-gos	Noun	wild-gos
35741	-wildian	Verb, Suffix	-wildian
35742	wilding	Noun	wilding
35743	wildness	Noun	wildness
35747	wil-f+agen	Adjective	wil-f+agen
35748	wilfullice	Adverb	wilfullice
35749	wil-g+ast	Noun	wil-g+ast
3575	belced-sweora	Adjective	belced-sweora
35750	wil-gebro+tor	Noun	wil-gebro+tor
35751	wil-gedryht	Noun	wil-gedryht
35752	wil-gehle+ta	Noun	wil-gehle+ta
35753	wil-gesi+t	Noun	wil-gesi+t
35754	wil-gesteald	Noun	wil-gesteald
35755	wil-gesweostor	Noun	wil-gesweostor
35756	wil-ge+tofta	Noun	wil-ge+tofta
35757	wil-gifa	Noun	wil-gifa
35758	wilh	Noun	wiel;wilh
35759	wil-hremig	Adjective	wil-hremig
3576	belcentan	Verb	belcentan
35760	wil-hre+tig	Adjective	wil-hre+tig
35761	wilian	Verb	wilian
35763	wilige	Noun	wilege;wilie;wilige
35764	wilig-wise	Noun	wile-wise;wilig-wise
35765	wiliht	Adjective	wiliht
35766	wilincel	Noun	wilincel;wiluncel
35767	wilisc	Adjective	W+alisc;Welisc;wilisc
35768	wil	Noun	wil
35769	will	Noun	well;will
3577	belcettan	Verb	belcettan
35770	willa	Noun	willa
35771	willa	Noun	willa
35772	willan	Verb	walde;willan
35773	willan	Verb	willan
35774	wille	Noun	welle;wille
35775	wille	Noun	wille
35776	-wille	Suffix	-wille
35777	-wille	Suffix	-wille
35778	-Wille	Suffix	-Wille
35779	wille-burne	Noun	wille-burne
3578	beld	Noun	beld
35780	wille-c+arse	Noun	wille-c+arse
35781	-willedness	Suffix	-willedness
35782	-willend	Suffix	-willend
35783	-willende	Adjective, Suffix	-willende
35784	willendlice	Adverb	willendlice
35785	-willendness	Suffix	-willendness
35786	willes	Adverb	willes
35787	wille-stream	Noun	wille-stream
35788	wille-w+ater	Noun	wille-w+ater
35789	will-flod	Noun	will-flod
3579	be-leac	Verb	be-leac
35790	will-gespryng	Noun	will-gespryng
35791	willian	Verb	willian
35792	wil-lic	Adjective	wil-lic
35793	willice	Adverb	willice
35794	willnian	Verb	willnian
35796	will-spryng	Noun	will-spryng
35798	willung	Noun	wellung;willung;wylinc
35799	willung	Noun	willung
358	+a-cr+aft	Noun	+a-cr+aft
